Estatus	Programa	Región	Área	Coordinación	Estado	Municipio	Localidad	Nombre	Sedes	Direcciones	Horarios	Rama Artística (DT)	Año de creación	Atención a las causas	Número promotores	Cantidad de participantes	Niñas	Niños	Mujeres Jóvenes	Hombres Jóvenes	Mujeres adultas	Hombres adultos	Personas con Discapacidad	Personas Indígenas	Personas Afromexicanas	lat	lon	Consecutivo	Municipio Concatenado	Cantidad de público participante	Número de sesiones	Proyecto PAICE	Presupuesto PAICE
Activo	Semilleros de Música	Sur	SNFM	SNFM	Oaxaca	San Pedro Jicayán	Santiago Jicayán	Semillero Centro de Iniciación y Desarrollo Musical de la Costa	Escuela Primaria Biligüe Cuauhtémoc	Calle principal s/n Zona Centro, Santiago Jicayán, Oaxaca	Jueves y viernes de 14:00 a 18:00 sábados y domingo de 9:00 a 14:00 hrs	Formación musical	2017	No		50	6	12	7	25	0	0	0	0	0	16.4759697	-98.0108466	504	OaxacaSan Pedro Jicayán				
Activo	Semilleros de Música	Sur	SNFM	SNFM	Oaxaca	San Sebastián Tutla	San Sebastián Tutla	Semillero Coro en Movimiento "Jääwën, Voces del Alma"	Casa de la Cultura Andrés Henestrosa	C. Guerrero 69, Cabecera Municipal San Sebastián Tutla, C. P. 71320, San Sebastián Tutla, Oax.	Lunes y martes y jueves de 16:00 a 20:00 miércoles y viernes de 17:00 a 19:00	Formación musical	2016	No		22	15	4	3	0	0	0	0	0	0	17.0601411	-96.6780527	505	OaxacaSan Sebastián Tutla				
Activo	Semilleros de Música	Sur	SNFM	SNFM	Oaxaca	Santa María Alotepec	Santa María Alotepec	Semillero Banda Comunitaria Infantil Juvenil de Santa María Alotepec	Planta baja del Mercado Municipal	Domicilio conocido, Santa María Alotepec Mixe	Lunes a sábado de 18:00 a 20:00 hrs	Formación musical	2019	No		22	4	1	8	8	1	0	0	0	0	17.092582	-95.854551	506	OaxacaSanta María Alotepec				
Activo	Semilleros de Música	Sur	SNFM	SNFM	Oaxaca	Santa María Tlahuitoltepec	Santa María Tlahuitoltepec	Semillero Banda Sinfónica Comunitaria de Tlahuitoltepec	Domicilio particular	Domicilio Conocido, calle sin nombre, sin número, col. Centro, Santa María Tlahuitoltepec, Oax. C. P. 70265.	Lunes a viernes de 16:00 a 19:00 h	Formación musical	2015	No		60	25	15	11	6	3	0	0	0	0	17.096188	-96.062809	507	OaxacaSanta María Tlahuitoltepec				
Activo	Semilleros de Música	Sur	SNFM	SNFM	Oaxaca	Santiago Amoltepec	Santiago Amoltepec	Semillero Banda Filarmónica Municipal Santiago Amoltepec	Mercado Municipal	Domicilio Conocido, Santiago Amoltepec Sola de Vega, Oaxaca.	Lunes a viernes de 16:00 a 19:00	Formación musical	2022	No		71	16	31	9	15	0	0	0	0	0	16.6417394	-97.4962587	508	OaxacaSantiago Amoltepec				
Activo	Semilleros de Música	Sur	SNFM	SNFM	Oaxaca	Santo Domingo Tehuantepec	Santo Domingo Tehuantepec	Semillero Banda Filarmónica "Sandunga"	Iglesia de la Asunción de María	Calle Plutarco Gallegos esq. Carlos Irribarren Sierra, Barrio Santa María, Tehuantepec, Oax.	Lunes a viernes 16:00 a 18:00 hrs	Formación musical	(en blanco)	No		44	5	12	6	17	2	2	0	0	0	16.3259094	-95.2357395	509	OaxacaSanto Domingo Tehuantepec				
Activo	Semilleros de Música	Sur	SNFM	SNFM	Oaxaca	Tanetze de Zaragoza	Santa María Yaviche	Semillero Artes Xhidzá de Santa María Yaviche	Escuela de Musica del Colectivo Artes Xhidza de Santa Maria Yaviche.	Domicilio Conocido Santa María Yaviche,Tanetze de Zaragoza Villa Alta oaxaca, Centro, a un costado del Campanario .	Lunes a sábado 15:00 a 19:30 hrs	Formación musical	2011	No		41	6	12	10	9	0	4	0	0	0	17.4006669	-96.2957915	510	OaxacaTanetze de Zaragoza				
Activo	Semilleros de Música	Sur	SNFM	SNFM	Oaxaca	Teotitlán del Valle	Teotitlán del Valle	Semillero Banda Infantil y Juvenil Comunitaria de Teotitlán del Valle	Centro Cultural Comunitario	Avenida Hidalgo sin número, Teotitlan del Valle, Oaxaca	Martes, miércoles, jueves y sábado de 15:00 a 19:00	Formación musical	2022	No		33	5	20	2	6	0	0	0	0	0	17.0296646	-96.5194658	511	OaxacaTeotitlán del Valle				
Activo	Semilleros de Música	Sur	SNFM	SNFM	Oaxaca	Villa de Santiago Chazumba	Santiago Chazumba	Semillero Banda de Música Yodoquinxi "Tierra de Colores"	Ayuntamiento Municipal	Calle H. Ayuntamiento 1-C Santiago Chazumba, Oaxaca. C.P. 69010	Lunes a jueves 16:00 a 19:00 hrs y domingo de 10:00 a 14:00	Formación musical	2005	No		45	9	15	6	12	1	2	0	0	0	18.1884336	-97.6804906	512	OaxacaVilla de Santiago Chazumba				
Activo	Semilleros de Música	Sur	SNFM	SNFM	Oaxaca	Villa de Zaachila	Vicente Guerrero	Semillero Banda Santa Cecilia	Escuela de Iniciación musical Santa Cecilia	Calle Allende 413 Agencia Vicente Guerrero. Villa de Zaachila. Oaxaca.	Luneas a viernes de 16:00 a 20:00 hrs	Formación musical	2011	No		54	4	10	10	13	10	7	0	0	0	16.9311384	-96.6983949	513	OaxacaVilla de Zaachila				
Activo	Semilleros de Música	Sur	SNFM	SNFM	Quintana Roo	Othón P. Blanco	Chetumal	Semillero Coro Comunitario en Movimiento Koonex K´Aay	Escuela Estatal De Música	Av Juárez S/N, Centro, Othón P. Blanco, Quintana Roo, C.P 77000	Martes, miércoles y jueves 15:00 a 19:00 h., sábado 12:00 a 15:00 h.	Formación musical	2016	No		16	8	3	5	0	0	0	0	0	0	18.501221	-88.2976486	514	Quintana RooOthón P. Blanco				
Activo	Semilleros de Música	Sur	SNFM	SNFM	Tabasco	Balancán	Balancán	Semillero Taller de marimba infantil, juvenil y adultos	Domicilio particular	Av. Luis D. Colosio Murrieta Sn, Barrio el palenque, Balancán Tabasco	Lunes a Viernes 16:00 a 19:00	Formación musical	2024	No		11	6	5	0	0	0	0	0	0	0	17.7982524	-91.5341861	515	TabascoBalancán				
Activo	Semilleros de Música	Sur	SNFM	SNFM	Tabasco	Centla	Frontera	Semillero Banda Sinfónica Comunitaria de Centla	Casa de Cultura Gilberto Owen	Independencia s/n, entre M. Ocampo y Zaragoza. Col. Jacobo Nazar. CP 86751, Centla, Tabasco.	Lunes a viernes 16:00 hrs a 20:00 hrs	Formación musical	2012	No		53	16	17	7	11	0	2	0	0	0	18.531508	-92.6432553	516	TabascoCentla				
Activo	Semilleros de Música	Sur	SNFM	SNFM	Tabasco	Centla	Frontera	Semillero Ensamble Comunitario de Marimbas "Manglares de Centla"	Casa de Cultura Gilberto Owen	Independencia s/n, entre M. Ocampo y Zaragoza. Col. Jacobo Nazar. CP 86751, Centla, Tabasco.	Lunes a viernes 16:00 hrs a 20:00 hrs	Formación musical	2012	No		22	6	10	4	2	0	0	0	0	0	18.531568	-92.6430773	517	TabascoCentla				
Activo	Semilleros de Música	Sur	SNFM	SNFM	Tabasco	Centla	Vicente Guerrero	Semillero Marimba Ensamble Xin-Tla Tradicional	Palapa de la Cultura del ISSSTE	Palapa de cultura del ISSET, calle Gregorio Mendez, esq. Vicente Riva Palacio, Villa Vicente, Centla, Tabasco.	Lunes a Viernes 16:00 a 19:00	Formación musical	2024	No		12	2	5	2	3	0	0	0	0	0	18.5411202	-92.6437009	518	TabascoCentla				
Activo	Semilleros de Música	Sur	SNFM	SNFM	Tabasco	Centro	Villahermosa	Semillero Yinik Tu Ba Kin Tamborileros de Tabasco	Domicilio particular	Callejón 6 SS/N La palma, C.P. 86275, Villa Hermosa, Tabasco.	Lunes 17:00 a 21:00 Martes, Jueves y Sábado 17:00 - 20:00	Formación musical	2024	Sí		27	8	6	5	6	1	1	0	0	0	17.9664901	-92.9959183	519	TabascoCentro				
Activo	Semilleros de Música	Sur	SNFM	SNFM	Tabasco	Comalcalco	Comalcalco	Semillero Marimba "Chicchic Apan"	Casa de Cultura Comalcalco	Gregorio Méndez Magaña 202, Centro, 86300 Comalcalco, Tab.	Luneas a jueves de 15:00 a 18:00	Formación musical	2025	No		15	3	4	3	5	0	0				18.2636365	-93.2227399	520	TabascoComalcalco				
Activo	Semilleros de Música	Sur	SNFM	SNFM	Tabasco	Comalcalco	Comalcalco	Semillero Tamborileros Tomgarrileros	Centro de Desarrollo Comunitario Tomás Garrido	Centro de Desarrollo comunitario, Col. Tomas Garrido Jurel S/N, Comacalco, Tabasco.	Lunes 15:00 a 19:00 Martes a Viernes de 15:00 a 18:00	Formación musical	2024	No		10	5	5	0	0	0	0	0	0	0	18.2847439	-93.2379477	521	TabascoComalcalco				
Activo	Semilleros de Música	Sur	SNFM	SNFM	Tabasco	Jalpa de Méndez	Jalpa de Méndez	Semillero Marimba Maderas de Iquinuapa	Domicilio particular	Entrada el Chayoteras, Pbo. Iquinuapa, Jalpa de Méndez	Lunes, miércoles y viernes 16:00 - 19:00 S 09:00 - 12:00	Formación musical	2025	No		12	1	1	1	7	2	0				18.1950338	-93.1283777	522	TabascoJalpa de Méndez				
Activo	Semilleros de Música	Sur	SNFM	SNFM	Tabasco	Macuspana	Tepetitán	Semillero Ensamble Marimba Pejetiteca	Casa De Cultura "María del Carmen Pérez Saldívar"	Foro Cultural, Calle Hidalgo S/N, Villa Tepetitan Macuspana, Tabasco.	Lunes, Martes, Miércoles y Viernes de 15:00 a 19:00	Formación musical	2024	No		16	3	5	3	2	2	1	0	0	0	17.8190652	-92.3722708	523	TabascoMacuspana				
Activo	Semilleros de Música	Sur	SNFM	SNFM	Tabasco	Nacajuca	El Cedro	Semillero Tablitas de mi tierra	Domicilio particular	Calle principal S/n Ranch. El Cedro, Nacajuca, Tabasco	Martes y Miércoles 16:00 a 19:00 Viernes 16:00 a 20:00 Sábados 10:00 a 14:00 y Domingos 12:00 a 15:00	Formación musical	2024	No		6	1	2	0	2	0	1	0	0	0	18.103127	-92.9419015	524	TabascoNacajuca				
Activo	Semilleros de Música	Sur	SNFM	SNFM	Tabasco	Nacajuca	El Tigre	Semillero Marimba Son del Grijalva	Domicilio particular	Calle principal s/n Ranch. El Tigre sector Majahual, Nacajuca, Tabasco	Martes a Jueves, Sábado y  Domingo de 15:00 a 18:00	Formación musical	2024	No		10	2	6	0	0	1	1	0	0	0	18.1026126	-92.9322801	525	TabascoNacajuca				
Activo	Semilleros de Música	Sur	SNFM	SNFM	Tabasco	Nacajuca	Guaytalpa	Semillero Marimba Colibrí	Domicilio particular	Calle Benito Juárez García S/N, Guaytalpa, Tabasco.	Lunes a Viernes 17:00 a 20:00	Formación musical	2024	No		24	2	13	2	6	0	1	0	0	0	18.215434	-93.0319811	526	TabascoNacajuca				
Activo	Semilleros de Música	Sur	SNFM	SNFM	Tabasco	Nacajuca	Nacajuca	Semillero Mariachi Juvenil Santa Cecilia	Domicilio particular	Calle Vicente Guerrero s/n, Pob. Guatacalca, Nacajuca, Tabasco	Lunes a Viernes  15:00 - 18:00	Formación musical	2025	No		19	1	5	3	10	0	0				18.1658737	-92.9766128	527	TabascoNacajuca				
Activo	Semilleros de Música	Sur	SNFM	SNFM	Tabasco	Tacotalpa	Tacotalpa	Semillero Grupo de Marimbas Ecos del Madrigal	H. Ayuntamiento de Tacotalpa	Plaza Benito Juárez S/N, Col. Centro, Tacotalpa, Tabasco CP. 86870	Martes, Jueves y Viernes 15:00 a 18:00 Sábado 10:00 a 14:00	Formación musical	2024	No		13	1	2	6	4	0	0	0	0	0	17.5919323	-92.8265086	528	TabascoTacotalpa				
Activo	Semilleros de Música	Sur	SNFM	SNFM	Tabasco	Tacotalpa	Tacotalpa	Semillero Grupo de Tamborileros Iak Guid	H. Ayuntamiento de Tacotalpa	Plaza Benito Juárez S/N, Col. Centro, Tacotalpa, Tabasco CP. 86870	Lunes a Viernes 16:00 a 19:00	Formación musical	2024	No		10	1	4	0	2	0	3	0	0	0	17.5919323	-92.8265086	529	TabascoTacotalpa				
Activo	Semilleros de Música	Sur	SNFM	SNFM	Veracruz	Naranjos Amatlán	Naranjos	Semillero Ensamble Tradicional Comunitario de Son Huasteco Kuitól Tének	Interior Agencia Municipal Amatlan	Interior Agencia Municipal Amatlan, S/N, Edificio Antigo del Palacio Municipal, CP 92410, entre las calles Obrero Mundial y Jose Alberto Celestinos. Comunidad de Amatlan, Municipio de Naranjos-Amatlan, Veracruz de ignacio de la Llave.	lunes a viernes de 15:00 a 19:00 hrs	Formación musical	2024	No		46	19	16	8	3	0	0	0	0	0	21.3885976	-97.6898997	530	VeracruzNaranjos Amatlán				
Activo	Semilleros de Música	Sur	SNFM	SNFM	Veracruz	San Andrés Tuxtla	San Andrés Tuxtla	Semillero Ensamble Comunitario de Son Jarocho de San Andrés Tuxtla	Ágora del Teatro de la Ciudad de San Andrés Tuxtla, Veracruz	Melchor Ocampo 115, Col. de los Maestros. San Andrés Tuxtla, Veracruz.	Lunes a Viernes de 16:00hrs a las 20:00 h	Formación musical	2018	No		41	11	7	13	6	3	1	0	0	0	18.4429702	-95.2260521	531	VeracruzSan Andrés Tuxtla				
Activo	Semilleros de Música	Sur	SNFM	SNFM	Veracruz	Veracruz	Veracruz	Semillero Coro de Selección "Voces del Mar"	Centro Veracruzano de las Artes "Hugo Argüelles"	Independencia 929, Centro, 91700 Veracruz, Ver.	Lunes, miércoles y viernes de 15:00 a 18:00 h	Formación musical	2016	No		27	15	3	7	2	0	0	0	0	0	19.2016424	-96.1399636	532	VeracruzVeracruz				
Activo	Semilleros de Música	Sur	SNFM	SNFM	Veracruz	Zozocolco de Hidalgo	Zozocolco de Hidalgo	Semillero Ensamble Comunitario Huasteco "Cántaros del Sol"	Espacio del Ensamble Tradicional Comunitario de Son Huasteco Cántaros de sol	"Calle 5 de Mayo S/N 93071 Zozocolco	Veracruz"	lunes a viernes de 15:00 a 19:00 hrs	Formación musical	2014	No		108	43	35	16	14	0	0	0	0	0	20.141655	-97.574513	533	VeracruzZozocolco de Hidalgo				
Activo	Semilleros de Música	Sur	SNFM	SNFM	Yucatán	Mérida	Mérida	Semillero Coro Comunitario en Movimiento Óol K’Aay	Centro Cultural la Ibérica	Calle 37 526 x 74 y 74-A Col, García Ginerés, 97070 Mérida, Yuc.	Lunes, martes, jueves y viernes de 17 a 19 hrs, Sábados de 9 a 12 hrs.	Formación musical	2024	No		14	4	9	1	0	0	0	0	0	0	20.9824514	-89.6276353	534	YucatánMérida				
Activo	Semilleros de Música	Sur	SNFM	SNFM	Yucatán	Mérida	Mérida	Semillero Ensamble Comunitario de Cuerdas ¨Renacer¨	Centro Cultural la Ibérica	Calle 37 526 x 74 y 74-A Col, García Ginerés, 97070 Mérida, Yuc.	Lunes a viernes de 16:00 a las 20:00 h	Formación musical	2015	No		43	15	13	5	10	0	0	0	0	0	20.9711717	-89.6242182	535	YucatánMérida				
Activo	Semilleros Creativos INPI	Centro	PROY ESPECIALES	DGVC	Guerrero	Acatepec	Acatepec	Semilleros Creativos de la Niñez Indígena de Escritura Creativa y Expresión Artística en Acatepec, Acatepec, Guerrero, INPI	Casa Escolar de la Niñez Indígena Leona Vicario	Colonia Aviación, Carretera Tlatlauquitepec-Acatepec, a un lado del talle mecánico el "PANCHO", C.P. 41410	(en blanco)	Literatura Creativa y Expresión Escénica	2025	No		33	0	0	0	0	0	0	0	0	0	17.3244988	-98.9114404	536	GuerreroAcatepec				
Activo	Semilleros Creativos INPI	Centro	PROY ESPECIALES	DGVC	Guerrero	Acatepec	Mexcaltepec	Semilleros Creativos de la Niñez Indígena de Escritura Creativa y Expresión Artística en Mexcaltepec, Acatepec, Guerrero, INPI	Casa Escolar de la Niñez Indígena Cuauhtémoc	Calle sin nombre, sobre la carretera Mexcaltepec-Ayutla de los Libres, lado oeste de la Esc. Sec. Técnica No. 201, C.P. 41430	(en blanco)	Literatura Creativa y Expresión Escénica	2025	No		50	0	0	0	0	0	0	0	0	0	17.1028247	-98.8856187	537	GuerreroAcatepec				
Activo	Semilleros Creativos INPI	Centro	SNFM	SNFM	Estado de México	San Felipe Del Progreso	San Felipe Del Progreso	Semillero Coro Comunitario de la Niñez Indígena de San Miguel La Labor	Comedor Escolar De La Niñez Indígena "E Tsi´¨Zap¨Ju"		Lunes a viernes de 14:40 a 15:50h	Coro	2025	No		59	0	0	0	0	0	0	0	0	0	19.7131905	-99.9529394	538	Estado De MéxicoSan Felipe Del Progreso				
Activo	Semilleros Creativos INPI	Centro	SNFM	SNFM	Estado de México	San José Del Rincón	San José del Rincón Ejido	Semillero Coro Comunitario de la Niñez Indígena de San Onofre Ejido	Comedor Escolar De La Niñez Indígena "Na Joos Ga Jyasu"	Domicilio Conocido C.P. 50663. La Casa Del Niño Indígena Se Encuentra A Un Costado De La Clinica De Salud Del Iseeem Y De Frente Esta La Escuela Secundaria De La Misma Localidad	Lunes a miércoles de 15:00 a 17:00	Coro	2025	No		54	0	0	0	0	0	0	0	0	0	19.6903079	-100.100979	539	Estado De MéxicoSan José Del Rincón				
Activo	Semilleros Creativos INPI	Centro	SNFM	SNFM	Guerrero	Acatepec	Acatepec	Semillero Coro Comunitario de la Niñez Indígena de Barranca Pobre	Casa Escolar De La Niñez Indígena Gu'Un Eje Gine	Colonia Linda Vista Carretera: Barranca Pobre-Yerba Santa, C.P. 41425	Lunes a jueves de 17:00 a 19:00 h	Coro	2025	No		108	0	0	0	0	0	0	0	0	0	17.2583979	-98.8823967	540	GuerreroAcatepec				
Activo	Semilleros Creativos INPI	Centro	SNFM	SNFM	Guerrero	Acatepec	Acatepec	Semillero Coro Comunitario de la Niñez Indígena de Caxitepec	Casa Escolar De La Niñez Indígena Benito Juarez Garcia	Calle S/N, Cp 41401, Referencia: Frente Al Centro De Salud	Lunes a Jueves de 16:00 a 18:00	Coro	2025	No		88	0	0	0	0	0	0	0	0	0	17.297144	-98.9681395	541	GuerreroAcatepec				
Activo	Semilleros Creativos INPI	Centro	SNFM	SNFM	Guerrero	Acatepec	Acatepec	Semillero Coro Comunitario de la Niñez Indígena de Tres Cruces	Casa Escolar De La Niñez Indígena Gral. Ignacio Zaragoza	Calle Principal S/N, Cp 41434, Referencia: Antes De La Escuela Preescolar	Lunes a jueves de 17:00 a 19:00 h	Coro	2025	No		110	0	0	0	0	0	0	0	0	0	17.0165494	-98.9261397	542	GuerreroAcatepec				
Activo	Semilleros Creativos INPI	Centro	SNFM	SNFM	Guerrero	Atlamajalcingo Del Monte	Atlamajalcingo Del Monte	Semillero Coro Comunitario de la Niñez Indígena de Atlamajalcingo Del Monte	Casa Escolar De La Niñez Indígena Gral. Vicente Guerrero	Entrada Principal De La Cabecera Municipal, Al Llegar A La Cabecera Municipal A 50 M Del Colegio De Bachilleres, Sin Numero, C.P.41570	Lunes a Jueves de 10:00 a 12:00 y de 16:00 a 18:00	Coro	2025	No		31	0	0	0	0	0	0	0	0	0	17.3120546	-98.6049511	543	GuerreroAtlamajalcingo Del Monte				
Activo	Semilleros Creativos INPI	Centro	SNFM	SNFM	Guerrero	Atlixtac	Atlixtac	Semillero Coro Comunitario de la Niñez Indígena de San Lucas Teocuitlapa	Casa Escolar De La Niñez Indígena Juan N. Alvarez	Calle Sin Nombre, S/N., Referencia: Al Lado Izquiero De La Carretera Principal De Teocuitlapa-Zoquitlan, C.P. 41461	Lunes y Martes de 16:00 a 17:00	Coro	2025	No		41	0	0	0	0	0	0	0	0	0	17.3413195	-98.9193826	544	GuerreroAtlixtac				
Activo	Semilleros Creativos INPI	Centro	SNFM	SNFM	Guerrero	Atlixtac	Atlixtac	Semillero Coro Comunitario de la Niñez Indígena de Tlatlauquitepec	Casa Escolar De La Niñez Indígena Amado Nervo	Carretera Tlapa-Chilapa Mano Derecha, Junto Al Panteon De La Comunidad, C.P.41447	de lunes a Miércoles de 17:00 a 19:00 h	Coro	2025	No		47	0	0	0	0	0	0	0	0	0	17.5502083	-98.8257792	545	GuerreroAtlixtac				
Activo	Semilleros Creativos INPI	Centro	SNFM	SNFM	Guerrero	Chilapa De Álvarez	Chilapa De Álvarez	Semillero Coro Comunitario de la Niñez Indígena de Zelocotitlán	Comedor Escolar De La Niñez Indígena Ernesto Che Guevara		Lunes a Jueves de 13:00 a 16:30h	Coro	2025	No		49	0	0	0	0	0	0	0	0	0	17.5931362	-99.1776876	546	GuerreroChilapa De Álvarez				
Activo	Semilleros Creativos INPI	Centro	SNFM	SNFM	Guerrero	Copalillo	Copalillo	Semillero Coro Comunitario de la Niñez Indígena de Copalillo	Casa Escolar De La Niñez Indígena Profr. Caritino Maldonado Perez	Avenida Insurgentes, Brro. Del Centro, S/N Cp 41060, Referencia: A Un Costado Del Jardin De Niños Cuayahutital	Lunes,Martes y Jueves de 16:00 a 18:00	Coro	2025	No		40	0	0	0	0	0	0	0	0	0	18.0319917	-99.04209	547	GuerreroCopalillo				
Activo	Semilleros Creativos INPI	Centro	SNFM	SNFM	Guerrero	Copalillo	Copalillo	Semillero Coro Comunitario de la Niñez Indígena de Tlalcozotitlán	Casa Escolar de la Niñez Indígena Lazaro Cardenas	Domicilio Conocido, Cp 41060, Referencia: Enfrente Del Panteón Y Enfrente De La Iglesia	Lunes de 13:00 a 14:00 y Miércoles de 17:00 a 18:00	Coro	2025	No		43	0	0	0	0	0	0	0	0	0	17.883721	-99.1302044	548	GuerreroCopalillo				
Activo	Semilleros Creativos INPI	Centro	SNFM	SNFM	Guerrero	Iliatenco	Iliatenco	Semillero Coro Comunitario de la Niñez Indígena de San José Vista Hermosa	Casa Escolar De La Niñez Indígena Emiliano Zapata	Calle Sin Nombre, S/N; C.P. 41537. La Cni Se Ubica En El Centro De La Localidad, Frente A La Escuela Primaria Intercultural Bilingue Vicente Guerrero Y Cerca De La Comisaria Municipal. Acceso Seguna Entrada De La Carretera- San Luis-Iliatenco.	Lunes, Martes y jueves de 15:00a 17:00	Coro	2025	No		50	0	0	0	0	0	0	0	0	0	16.9922488	-98.680829	549	GuerreroIliatenco				
Activo	Semilleros Creativos INPI	Centro	SNFM	SNFM	Guerrero	Malinaltepec	Malinaltepec	Semillero Coro Comunitario de la Niñez Indígena de Colombia De Guadalupe	Casa Escolar De La Niñez Indígena Gabriela Mistral	Calle Independencia, S/N; C.P.41520. La Cni Se Ubica En La Entrada De La Localidad, Frente Al Crucero De La Calle A La Escuela Secundaria.	Lunes, Martes y Miércoles de 17:00 a 19:00	Coro	2025	No		50	0	0	0	0	0	0	0	0	0	17.0885758	-98.7584292	550	GuerreroMalinaltepec				
Activo	Semilleros Creativos INPI	Centro	SNFM	SNFM	Guerrero	Malinaltepec	Malinaltepec	Semillero Coro Comunitario de la Niñez Indígena de Santa Cruz Del Rincón	Casa Escolar De La Niñez Indígena Rafael Ramirez	Calle Juarez Norte, S/N; C.P. 41524. La Cni Se Ubica Al Lado Derecho De La Salida De La Carreteara Tlapa-Marquelia, Al Lado Posterior De La Escuela Primaria.	Lunes, Miércoles y Jueves de 17:00 a 19:00h	Coro	2025	No		49	0	0	0	0	0	0	0	0	0	17.0014767	-98.7355974	551	GuerreroMalinaltepec				
Activo	Semilleros Creativos INPI	Centro	SNFM	SNFM	Guerrero	Malinaltepec	Malinaltepec	Semillero Coro Comunitario de la Niñez Indígena de Tapayoltepec	Casa Escolar De La Niñez Indígena Felix M. Neri	Calle Albergue Escolar S/N, A Un Lado Del Panteon, C.P. 41513	Martes a Jueves de 18:00 a 19:00h	Coro	2025	No		46	0	0	0	0	0	0	0	0	0	17.4185007	-98.7538335	552	GuerreroMalinaltepec				
Activo	Semilleros Creativos INPI	Centro	SNFM	SNFM	Guerrero	Malinaltepec	Malinaltepec	Semillero Coro Comunitario de la Niñez Indígena de Tilapa	Casa Escolar De La Niñez Indígena Francisco I Madero	Callejon Sin Nombre, S/N; C.P. 41500. La Cni La Casa Se Ubica A Un Costado De La Iglesia Catolica, El Acceso Es En El Callejon Que Se Ecuentra Frente De La Farmacia. Para Accesar Es Por Kiosco.	Lunes a Jueves de 17:00 a 18:00 h	Coro	2025	No		50	0	0	0	0	0	0	0	0	0	17.0520363	-98.7496203	553	GuerreroMalinaltepec				
Activo	Semilleros Creativos INPI	Centro	SNFM	SNFM	Guerrero	Ometepec	Ometepec	Semillero Coro Comunitario de la Niñez Indígena de Huixtepec	Casa Escolar De La Niñez Indígena Luz Del Campesino	Calle Sin Nombre, S/N; C.P. 41721. Se Ubica Frente Al Centro De Salud Nuevo De La Comunidad, Tambien A Un Costado De La Escuela Primaria Bilingue  Adolfo Lopez Mateos.Colonia Del Campo De Futbol.	Lunes a miércoles de 15:00 a 17:00	Coro	2025	No		24	0	0	0	0	0	0	0	0	0	16.6474489	-98.3073582	554	GuerreroOmetepec				
Activo	Semilleros Creativos INPI	Centro	SNFM	SNFM	Guerrero	Ometepec	Ometepec	Semillero Coro Comunitario de la Niñez Indígena de Zacoalpan	Casa Escolar De La Niñez Indígena Emiliano Zapata	Calle Cuauhtemoc, S/N; C.P.41710. Se Ubica Sobre La Carretera De Ometepec, Xochistlahuaca, Frente Al Comedor Sandy, Y 50 Metros Antes De Llegar El Puente De La Carretera Que Conduce A Las Aguas Termales De Atotonilco.	Lunes a Miércoles de 16:00 a 18:00	Coro	2025	No		50	0	0	0	0	0	0	0	0	0	16.7435493	-98.2904406	555	GuerreroOmetepec				
Activo	Semilleros Creativos INPI	Centro	SNFM	SNFM	Guerrero	San Luis Acatlán	San Luis Acatlán	Semillero Coro Comunitario de la Niñez Indígena  de Pascala Del Oro	Casa Escolar De La Niñez Indígena Guadalupe Victoria	Calle Sin Nombre, S/N; C.P. 41620. La Cni Se Ubica En La Entrada Del Acceso A La Localidad,  En La Colonia Los Pinos. A Un Costado De La Escuela  Primaria Ignacio Manuel Altamirano.	Lunes a miércoles de 15:00 a 17:00h	Coro	2025	No		43	0	0	0	0	0	0	0	0	0	17.0504765	-98.8106114	556	GuerreroSan Luis Acatlán				
Activo	Semilleros Creativos INPI	Centro	SNFM	SNFM	Guerrero	San Luis Acatlán	San Luis Acatlán	Semillero Coro Comunitario de la Niñez Indígena de Buena Vista	Casa Escolar De La Niñez Indígena Plan De Iguala	Calle Independencia, S/N; C.P.41602. La Cni Se Ubica Sobre La Carretera San Luis Acatlan-Rio Iguapa. A Un Costado Del Hospital Nuevo O Centro De Salud. En La Entrada De La Localidad.	Martes a Jueves de 15:30 a 17:30h	Coro	2025	No		60	0	0	0	0	0	0	0	0	0	16.9626012	-98.5815088	557	GuerreroSan Luis Acatlán				
Activo	Semilleros Creativos INPI	Centro	SNFM	SNFM	Guerrero	Tlacoachistlahuaca	Tlacoachistlahuaca	Semillero Coro Comunitario de la Niñez Indígena de Tlacoachistlahuaca	Casa Escolar De La Niñez Indígena Revolucion	Calle Calle - Guadalupe Victoria, S/N.; La Cni Se Ubica En Elbarrio Del Panteon, A Un Costado De La Escuela Primaria Intercultural Independencia. Acceso La Calle Que S Encuentra Frenta A La Cancha Publica De La Localidad.	Lunes y Miércoles de 16:00 a 18:00, Martes de 10:00 a 12:00	Coro	2025	No		75	0	0	0	0	0	0	0	0	0	16.8071196	-98.2967065	558	GuerreroTlacoachistlahuaca				
Activo	Semilleros Creativos INPI	Centro	SNFM	SNFM	Guerrero	Tlacoapa	Tlacoapa	Semillero Coro Comunitario de la Niñez Indígena de Totomixtlahuaca	Casa Escolar De La Niñez Indígena Emiliano Zapata	Calle Independencia Salida A Xochislahuaca Junto A La Esc. Primaria, C.P 41540	Martes,Miércoles y Jueves de 14:00 a 16:00 h	Coro	2025	No		35	0	0	0	0	0	0	0	0	0	17.1569853	-98.8039894	559	GuerreroTlacoapa				
